Source;Target;Type;Weight;CommLink
10000;103;Directed;0.001;10
10000;104;Directed;0.001;10
10000;105;Directed;0.001;10
10000;106;Directed;0.001;10
10000;107;Directed;0.001;10
10000;108;Directed;0.001;10
10000;109;Directed;0.001;10
10000;110;Directed;0.001;10
10000;111;Directed;0.001;10
10000;112;Directed;0.001;10
10000;113;Directed;0.001;10
10000;114;Directed;0.001;10
10000;115;Directed;0.001;10
10000;116;Directed;0.001;10
10000;117;Directed;0.001;10
10000;118;Directed;0.001;10
10000;119;Directed;0.001;10
10000;120;Directed;0.001;10
10000;121;Directed;0.001;10
10000;122;Directed;0.001;10
10000;123;Directed;0.001;10
10000;124;Directed;0.001;10
10000;125;Directed;0.001;10
10000;126;Directed;0.001;10
10000;127;Directed;0.001;10
10000;128;Directed;0.001;10
10000;129;Directed;0.001;10
10000;130;Directed;0.001;10
10000;131;Directed;0.001;10
10000;132;Directed;0.001;10
10000;133;Directed;0.001;10
10000;134;Directed;0.001;10
10000;135;Directed;0.001;10
10000;136;Directed;0.001;10
10000;137;Directed;0.001;10
10000;138;Directed;0.001;10
10000;139;Directed;0.001;10
10000;140;Directed;0.001;10
10000;141;Directed;0.001;10
10000;144;Directed;0.001;10
10000;145;Directed;0.001;10
10000;146;Directed;0.001;10
10000;148;Directed;0.001;10
10000;149;Directed;0.001;10
10000;150;Directed;0.001;10
10000;151;Directed;0.001;10
10000;152;Directed;0.001;10
10000;153;Directed;0.001;10
10000;154;Directed;0.001;10
10000;155;Directed;0.001;10
10000;156;Directed;0.001;10
10000;157;Directed;0.001;10
10000;158;Directed;0.001;10
10000;159;Directed;0.001;10
10000;160;Directed;0.001;10
10000;161;Directed;0.001;10
10000;162;Directed;0.001;10
10000;163;Directed;0.001;10
10000;164;Directed;0.001;10
10000;165;Directed;0.001;10
10000;166;Directed;0.001;10
10000;167;Directed;0.001;10
10000;168;Directed;0.001;10
10000;169;Directed;0.001;10
10000;170;Directed;0.001;10
10000;171;Directed;0.001;10
10000;172;Directed;0.001;10
10000;173;Directed;0.001;10
10000;174;Directed;0.001;10
10000;176;Directed;0.001;10
10000;177;Directed;0.001;10
10000;178;Directed;0.001;10
10000;179;Directed;0.001;10
10000;180;Directed;0.001;10
