2001;765;727;Michalis Vazirgiannis
2001;754;728;Hongwei Zhang
2001;755;729;Yuchang Lu
2001;752;730;Honghua Dai
2001;753;731;Fengzhan Tian
2001;758;732;Thomas Knight
2001;759;733;Jon Timmis
2001;756;734;Chunyi Shi
2001;757;735;Viet Phan Luong
2001;713;736;Sebastian Mika
2001;712;737;Jianbo Shi
2001;715;738;Merlise Clyde
2001;714;739;Alexander J. Smola
2001;717;740;Christopher Meek
2001;716;741;Herbert Lee
2001;719;742;Bo Thiesson
2001;718;743;Christopher Raphael
2001;705;744;Eric de Bodt
2001;704;745;Michael O. Duff
2001;707;746;Michel Verleysen
2001;706;747;Marie Cottrell
2001;709;748;James Tin-Yau Kwok
2001;708;749;Martin H. C. Law
2001;711;750;Marina Meila
2001;710;751;Susanne Bottcher
2001;728;752;Deniz Senturk
2001;729;753;Robert J. Mislevy
2001;730;754;Linda S. Steinberg
2001;731;755;Duanli Yan
2001;732;756;José Manuel Peña
2001;733;757;I. Izarzugaza
2001;734;758;José Antonio Lozano
2001;735;759;E. Aldasoro
2001;720;760;Richard Scheines
2001;721;761;Changwon Yoo
2001;722;762;Tianjiao Chu
2001;723;763;Pierre Geurts
2001;724;764;Neil D. Lawrence
2001;725;765;Russell G. Almond
2001;726;766;Lou DiBello
2001;727;767;Frank Jenkins
2001;821;768;Jung-Won Lee
2001;820;769;César Montes
2001;823;770;Won Kim
2001;822;771;Kiho Lee
2001;817;772;Fernando Alonso
2001;816;773;Hannu Toivonen
2001;819;774;Loïc Martínez
2001;818;775;Juan Pedro Caraça-Valente
2001;829;776;Wei Fan
2001;828;777;Hillol Kargupta
2001;831;778;Salvatore J. Stolfo
2001;830;779;Matthew Miller
2001;825;780;Taek-Soo Kim
2001;824;781;Sung Young Jung
2001;827;782;Krishnamoorthy Sivakumar
2001;826;783;Rong Chen
2001;804;784;George Karypis
2001;805;785;Chang-Shing Perng
2001;806;786;Haixun Wang
2001;807;787;Guillermo Sánchez-Díaz
2001;800;788;Hong Shen
2001;801;789;Rodney W. Topor
2001;802;790;Michael Anderson
2001;803;791;Michihiro Kuramochi
2001;812;792;Johan Himberg
2001;813;793;Kalle Korpiaho
2001;814;794;Heikki Mannila
2001;815;795;Johanna Tikanmäki
2001;808;796;José Ruiz-Shulcloper
2001;809;797;Gary Livingston
2001;810;798;John M. Rosenberg
2001;811;799;Bruce G. Buchanan
2001;791;800;Ee-Peng Lim
2001;790;801;Aixin Sun
2001;789;802;Horst D. Simon
2001;788;803;Ming Gu
2001;787;804;Hongyuan Zha
2001;786;805;Xiaofeng He
2001;785;806;Chris H. Q. Ding
2001;784;807;Marzena Kryszkiewicz
2001;799;808;Jiuyong Li
2001;798;809;Philip S. Yu
2001;797;810;Charu C. Aggarwal
2001;796;811;Lawrence O. Hall
2001;795;812;Steven Eschrich
2001;794;813;Nitesh V. Chawla
2001;793;814;Yuji Matsumoto
2001;792;815;Tadashi Nomoto
2001;774;816;Xiong Wang
2001;775;817;Pascal Soucy
2001;772;818;Wai-Ho Au
2001;773;819;Keith C. C. Chan
2001;770;820;Mohammad El-Hajj
2001;771;821;Paul Lu
2001;768;822;Meiliu Lu
2001;769;823;Osmar R. Zaïane
2001;782;824;Myra Spiliopoulou
2001;783;825;Karsten Winkler
2001;780;826;Tom Fawcett
2001;781;827;Henner Graubitz
2001;778;828;Cheng-Ru Lin
2001;779;829;Ming-Syan Chen
2001;776;830;Guy W. Mineau
